image_id,x_1,y_1,width,height,class_id
033412.jpg,745,255,866,1199,1
033436.jpg,146,57,99,137,1
033448.jpg,880,481,1139,1577,1
033501.jpg,234,48,78,108,1
033580.jpg,80,144,125,173,1
033599.jpg,176,61,138,191,1
033651.jpg,111,91,127,176,1
033687.jpg,116,96,148,205,1
033697.jpg,98,63,192,266,1
033699.jpg,48,61,252,349,1
033764.jpg,94,87,179,248,1
033798.jpg,91,27,252,320,1
033826.jpg,128,72,250,346,1
033833.jpg,310,91,250,346,1
033857.jpg,134,73,117,162,1
034063.jpg,131,40,112,155,1
034083.jpg,81,100,177,245,1
034093.jpg,166,119,127,176,1
034132.jpg,103,117,159,220,1
034227.jpg,107,28,60,83,1
034244.jpg,431,317,1066,1476,1
034254.jpg,44,6,356,493,1
034284.jpg,63,73,117,162,1
034317.jpg,78,63,205,284,1
034371.jpg,85,47,237,328,1
034520.jpg,117,85,159,220,1
034553.jpg,86,70,187,259,1
034594.jpg,492,34,185,256,1
034676.jpg,247,86,120,166,1
034681.jpg,389,216,307,425,1
034741.jpg,76,71,257,356,1
034757.jpg,77,98,257,356,1
034795.jpg,141,33,156,216,1
034817.jpg,116,97,151,209,1
034850.jpg,1227,265,720,997,1
034919.jpg,290,50,151,209,1
034966.jpg,271,152,294,407,1
034982.jpg,236,97,161,223,1
035037.jpg,175,49,127,176,1
035039.jpg,123,85,161,223,1
035059.jpg,82,95,213,277,1
035062.jpg,91,34,198,274,1
035083.jpg,1,196,291,403,1
035084.jpg,110,48,166,230,1
035158.jpg,201,116,153,212,1
035166.jpg,92,42,107,148,1
035174.jpg,414,173,276,382,1
035250.jpg,66,86,140,194,1
035265.jpg,158,208,426,590,1
035286.jpg,44,51,153,212,1
035353.jpg,609,99,208,288,1
035377.jpg,71,63,153,212,1
035380.jpg,12,97,247,342,1
035407.jpg,218,83,133,184,1
035562.jpg,51,42,99,137,1
035576.jpg,335,187,135,187,1
035593.jpg,84,84,169,234,1
035690.jpg,21,97,247,288,1
035801.jpg,218,109,304,421,1
035810.jpg,69,27,135,187,1
035840.jpg,30,56,177,245,1
035964.jpg,323,119,146,202,1
036090.jpg,78,105,156,216,1
036141.jpg,129,65,143,198,1
036247.jpg,125,36,192,266,1
036300.jpg,119,55,125,173,1
036341.jpg,41,31,68,94,1
036412.jpg,59,61,83,115,1
036415.jpg,192,35,81,112,1
036521.jpg,151,124,130,180,1
036558.jpg,299,63,88,122,1
036589.jpg,200,237,161,223,1
036669.jpg,33,66,117,162,1
036679.jpg,179,40,114,158,1
036714.jpg,123,52,125,173,1
036770.jpg,36,39,226,313,1
036793.jpg,129,115,156,216,1
036799.jpg,112,21,229,276,1
036824.jpg,151,40,125,173,1
036840.jpg,140,60,194,277,1
036842.jpg,128,57,88,122,1
036907.jpg,30,16,62,86,1
036943.jpg,169,56,156,216,1
037043.jpg,185,84,135,187,1
037061.jpg,100,128,330,457,1
037121.jpg,279,47,143,198,1
037132.jpg,56,152,174,241,1
037143.jpg,399,41,146,202,1
037168.jpg,100,18,107,148,1
037188.jpg,274,238,88,122,1
037224.jpg,120,19,156,216,1
037274.jpg,115,76,112,155,1
037295.jpg,320,86,179,248,1
037361.jpg,136,93,218,302,1
037368.jpg,113,35,148,205,1
037369.jpg,117,9,122,169,1
037371.jpg,84,74,112,155,1
037398.jpg,219,15,73,101,1
037429.jpg,72,26,101,140,1
037461.jpg,127,43,130,180,1
037469.jpg,1,184,640,886,1
037476.jpg,64,68,208,288,1
037637.jpg,80,33,88,122,1
037638.jpg,7,63,203,253,1
037644.jpg,56,71,112,155,1
037682.jpg,117,76,138,191,1
037686.jpg,458,27,260,360,1
037733.jpg,147,38,49,68,1
037763.jpg,106,114,151,209,1
037766.jpg,117,40,206,307,1
037804.jpg,240,68,187,259,1
037857.jpg,118,94,159,220,1
037874.jpg,327,150,289,400,1
037938.jpg,152,71,148,205,1
037942.jpg,33,17,91,126,1
037956.jpg,286,65,164,227,1
037961.jpg,95,79,208,288,1
037993.jpg,60,54,101,140,1
038009.jpg,185,33,133,184,1
038030.jpg,53,5,203,281,1
038072.jpg,35,34,133,184,1
038086.jpg,113,42,226,313,1
038111.jpg,98,30,99,137,1
038150.jpg,407,159,411,569,1
038200.jpg,69,90,174,241,1
038208.jpg,272,65,117,162,1
038228.jpg,504,207,406,562,1
038229.jpg,57,53,99,137,1
038299.jpg,183,26,99,137,1
038311.jpg,127,47,239,331,1
038355.jpg,123,77,192,266,1
038415.jpg,113,91,242,316,1
038428.jpg,81,64,247,342,1
038438.jpg,57,70,148,205,1
038447.jpg,77,81,138,191,1
038459.jpg,70,55,159,220,1
038462.jpg,51,130,213,295,1
038477.jpg,130,300,263,364,1
038577.jpg,132,82,239,331,1
038606.jpg,717,329,811,1123,1
038631.jpg,77,103,151,209,1
038681.jpg,161,117,187,259,1
038684.jpg,51,139,294,358,1
038747.jpg,487,61,213,295,1
038765.jpg,124,80,224,310,1
038770.jpg,88,121,192,266,1
038775.jpg,54,64,179,248,1
038818.jpg,221,59,166,230,1
038856.jpg,204,88,205,284,1
038871.jpg,497,113,377,522,1
038892.jpg,163,78,109,151,1
038917.jpg,408,156,250,346,1
038974.jpg,108,73,166,230,1
038998.jpg,1331,148,1277,1768,1
039055.jpg,33,14,190,263,1
039075.jpg,553,132,265,367,1
039140.jpg,131,46,151,209,1
039213.jpg,117,77,185,256,1
039238.jpg,160,39,112,155,1
039267.jpg,15,38,203,281,1
039374.jpg,20,47,185,241,1
039391.jpg,84,46,88,122,1
039418.jpg,308,88,148,205,1
039511.jpg,95,62,146,202,1
039520.jpg,908,187,312,432,1
039537.jpg,105,23,212,324,1
039552.jpg,868,217,328,454,1
039594.jpg,215,68,114,158,1
039600.jpg,82,48,127,176,1
039656.jpg,32,52,101,140,1
039657.jpg,56,25,75,104,1
039753.jpg,80,27,94,130,1
039762.jpg,145,98,354,490,1
039801.jpg,41,31,73,101,1
039836.jpg,275,63,107,148,1
039870.jpg,142,32,153,212,1
039876.jpg,123,102,216,299,1
039895.jpg,60,57,88,122,1
039905.jpg,114,125,174,241,1
039923.jpg,89,102,179,225,1
039970.jpg,74,121,190,263,1
039991.jpg,129,91,195,270,1
040054.jpg,148,30,122,169,1
040117.jpg,36,103,237,328,1
040124.jpg,39,13,114,158,1
040126.jpg,22,88,213,295,1
040272.jpg,106,115,187,259,1
040276.jpg,305,1,268,371,1
040313.jpg,177,97,143,198,1
040334.jpg,4,33,125,164,1
040335.jpg,199,4,99,137,1
040393.jpg,233,54,133,184,1
040447.jpg,79,50,182,252,1
040454.jpg,133,33,75,104,1
040480.jpg,107,41,83,115,1
040504.jpg,41,58,252,349,1
040585.jpg,99,60,143,198,1
040599.jpg,108,79,166,230,1
040618.jpg,316,309,247,342,1
040729.jpg,143,97,161,223,1
040755.jpg,242,59,81,112,1
040859.jpg,59,49,99,137,1
040920.jpg,181,368,421,583,1
040937.jpg,28,72,263,364,1
040956.jpg,51,80,117,162,1
040978.jpg,222,45,153,212,1
041032.jpg,48,42,229,304,1
041050.jpg,163,68,130,180,1
041200.jpg,98,74,164,227,1
041252.jpg,64,71,153,212,1
041283.jpg,95,88,268,371,1
041403.jpg,153,79,130,180,1
041412.jpg,111,70,143,198,1
041437.jpg,673,68,361,500,1
041530.jpg,72,83,117,162,1
041537.jpg,340,3,130,180,1
041576.jpg,484,44,229,317,1
041622.jpg,146,38,200,277,1
041626.jpg,116,33,276,382,1
041676.jpg,69,45,112,155,1
041717.jpg,91,92,185,256,1
041731.jpg,145,42,143,198,1
041858.jpg,137,77,169,234,1
041980.jpg,139,36,57,79,1
042013.jpg,101,94,192,266,1
042028.jpg,48,39,140,183,1
042038.jpg,67,25,60,83,1
042134.jpg,222,64,169,234,1
042238.jpg,66,23,208,316,1
042273.jpg,218,53,78,108,1
042304.jpg,304,193,426,590,1
042309.jpg,127,114,268,371,1
042330.jpg,82,60,244,338,1
042371.jpg,112,58,125,173,1
042392.jpg,187,89,257,356,1
042410.jpg,94,58,52,72,1
042425.jpg,32,19,203,281,1
042439.jpg,80,34,52,72,1
042489.jpg,98,37,75,104,1
042579.jpg,48,69,156,216,1
042627.jpg,101,25,65,90,1
042681.jpg,97,103,166,230,1
042700.jpg,67,56,198,274,1
042728.jpg,218,123,250,346,1
042853.jpg,112,92,125,173,1
042861.jpg,59,133,208,288,1
042873.jpg,45,79,247,342,1
042877.jpg,100,75,179,248,1
042911.jpg,107,55,185,256,1
042927.jpg,25,24,129,161,1
043013.jpg,243,33,120,166,1
043125.jpg,79,25,86,119,1
043185.jpg,83,85,216,299,1
043201.jpg,304,242,452,626,1
043228.jpg,135,59,81,112,1
043233.jpg,55,58,148,205,1
043299.jpg,38,35,148,205,1
043308.jpg,241,61,117,162,1
043352.jpg,19,59,107,148,1
043398.jpg,183,26,78,108,1
043504.jpg,197,41,164,227,1
043564.jpg,66,59,164,227,1
043565.jpg,62,120,221,306,1
043592.jpg,247,206,317,439,1
043613.jpg,95,31,125,173,1
043616.jpg,179,84,325,450,1
043643.jpg,201,59,153,212,1
043647.jpg,160,38,96,133,1
043861.jpg,84,70,221,306,1
043946.jpg,119,23,99,137,1
044070.jpg,289,149,73,101,1
044134.jpg,174,62,133,184,1
044254.jpg,137,102,195,270,1
044256.jpg,166,104,273,378,1
044271.jpg,201,99,156,216,1
044273.jpg,98,64,127,176,1
044276.jpg,90,21,86,119,1
044380.jpg,97,1,317,330,1
044587.jpg,33,83,148,205,1
044592.jpg,306,54,190,263,1
044629.jpg,171,34,153,212,1
044672.jpg,202,23,140,194,1
044721.jpg,60,57,125,173,1
044760.jpg,67,85,161,223,1
044800.jpg,69,69,224,310,1
044839.jpg,76,82,192,266,1
044870.jpg,98,37,86,119,1
044892.jpg,486,359,616,853,1
044908.jpg,161,164,257,356,1
044920.jpg,160,41,125,173,1
044930.jpg,272,90,211,292,1
044940.jpg,130,60,192,266,1
044998.jpg,1332,186,330,457,1
045011.jpg,41,18,101,140,1
045018.jpg,55,32,55,76,1
045130.jpg,107,82,195,270,1
045137.jpg,44,18,70,97,1
045225.jpg,180,45,65,90,1
045288.jpg,42,29,44,61,1
045329.jpg,451,72,127,176,1
045337.jpg,208,56,471,652,1
045371.jpg,127,271,746,1033,1
045538.jpg,91,62,190,263,1
045545.jpg,94,52,117,162,1
045553.jpg,42,81,140,194,1
045572.jpg,40,82,166,230,1
045585.jpg,133,53,156,216,1
045698.jpg,913,244,733,1015,1
045745.jpg,48,22,65,90,1
045785.jpg,152,4,179,248,1
045793.jpg,158,52,101,140,1
045809.jpg,93,177,413,567,1
045840.jpg,21,112,187,256,1
045864.jpg,190,31,101,140,1
045873.jpg,63,82,205,284,1
045903.jpg,23,99,242,335,1
045930.jpg,96,79,322,446,1
045944.jpg,182,53,135,187,1
045958.jpg,239,54,177,245,1
045994.jpg,120,58,125,173,1
046040.jpg,126,120,203,277,1
046123.jpg,159,109,148,205,1
046127.jpg,36,21,65,90,1
046162.jpg,184,66,104,144,1
046271.jpg,152,68,96,133,1
046276.jpg,170,33,153,212,1
046299.jpg,390,31,112,155,1
046326.jpg,106,29,91,126,1
046344.jpg,95,60,177,245,1
046347.jpg,66,50,198,274,1
046376.jpg,75,32,122,173,1
046420.jpg,109,71,130,180,1
046479.jpg,71,115,322,446,1
046483.jpg,127,262,406,562,1
046491.jpg,46,57,117,162,1
046556.jpg,285,61,270,374,1
046568.jpg,182,18,161,223,1
046677.jpg,92,76,143,198,1
046706.jpg,513,239,364,504,1
046748.jpg,126,78,179,248,1
046763.jpg,656,476,933,1292,1
046782.jpg,216,57,114,158,1
046788.jpg,93,33,216,299,1
046845.jpg,18,31,99,119,1
046924.jpg,127,73,195,270,1
046979.jpg,150,69,109,151,1
047021.jpg,251,91,75,104,1
047100.jpg,227,126,294,407,1
047121.jpg,188,19,146,202,1
047173.jpg,599,59,244,338,1
047315.jpg,166,10,138,191,1
047346.jpg,211,186,372,515,1
047406.jpg,156,71,187,259,1
047418.jpg,65,56,104,144,1
047458.jpg,201,73,133,184,1
047545.jpg,261,13,88,122,1
047575.jpg,369,53,140,194,1
047579.jpg,75,72,221,306,1
047597.jpg,41,94,239,331,1
047625.jpg,30,59,127,176,1
047699.jpg,68,49,143,198,1
047700.jpg,205,54,174,241,1
047719.jpg,33,74,247,342,1
047758.jpg,99,72,153,212,1
047763.jpg,77,112,265,367,1
047786.jpg,33,41,265,367,1
047845.jpg,88,89,242,335,1
047854.jpg,155,102,120,166,1
047875.jpg,22,82,133,184,1
047929.jpg,113,62,148,252,1
047947.jpg,136,41,135,187,1
047948.jpg,117,79,153,212,1
047956.jpg,61,64,107,148,1
047964.jpg,190,12,133,184,1
047977.jpg,84,33,122,169,1
047987.jpg,40,78,263,364,1
047989.jpg,93,30,107,148,1
048113.jpg,825,309,439,608,1
048132.jpg,113,26,107,148,1
048139.jpg,41,147,528,731,1
048167.jpg,94,49,107,148,1
048272.jpg,259,30,338,468,1
048275.jpg,1493,89,270,374,1
048309.jpg,152,31,174,241,1
048331.jpg,51,50,122,168,1
048411.jpg,170,67,174,241,1
048452.jpg,71,84,166,230,1
048527.jpg,100,104,172,238,1
048567.jpg,97,79,130,180,1
048669.jpg,68,35,101,140,1
048705.jpg,137,56,151,209,1
048867.jpg,117,39,107,148,1
048869.jpg,104,86,182,252,1
048883.jpg,27,33,117,155,1
048942.jpg,61,81,198,274,1
049030.jpg,74,51,143,198,1
049073.jpg,576,105,655,907,1
049137.jpg,133,70,255,353,1
049156.jpg,338,182,525,727,1
049173.jpg,73,91,156,216,1
049204.jpg,97,218,224,279,1
049231.jpg,133,97,99,137,1
049294.jpg,133,87,151,209,1
049312.jpg,151,41,148,205,1
049321.jpg,51,29,96,133,1
049353.jpg,152,71,148,205,1
049355.jpg,83,37,60,83,1
049379.jpg,179,149,315,436,1
049428.jpg,186,37,109,151,1
049516.jpg,489,29,424,587,1
049525.jpg,24,47,107,148,1
049645.jpg,412,101,390,540,1
049646.jpg,89,55,78,108,1
049681.jpg,203,294,611,846,1
049873.jpg,72,45,107,148,1
049886.jpg,131,46,109,151,1
049952.jpg,346,76,94,130,1
049971.jpg,59,83,164,227,1
049986.jpg,144,89,78,108,1
050012.jpg,60,93,229,317,1
050030.jpg,41,48,47,65,1
050037.jpg,832,72,291,403,1
050076.jpg,37,37,62,86,1
050157.jpg,97,83,185,256,1
050177.jpg,129,73,114,158,1
050182.jpg,189,101,203,281,1
050291.jpg,56,78,224,310,1
050316.jpg,123,90,117,162,1
050322.jpg,175,95,172,238,1
050357.jpg,92,46,114,158,1
050362.jpg,103,119,177,245,1
050386.jpg,487,271,593,821,1
050473.jpg,39,42,169,234,1
050526.jpg,17,54,112,155,1
050553.jpg,38,39,130,180,1
050628.jpg,197,95,127,176,1
050751.jpg,191,134,109,151,1
050755.jpg,68,61,140,194,1
050791.jpg,148,19,68,94,1
050821.jpg,165,66,114,158,1
050909.jpg,110,59,133,184,1
051005.jpg,65,123,161,223,1
051027.jpg,251,52,94,130,1
051029.jpg,570,504,1563,2282,1
051072.jpg,1,86,244,338,1
051201.jpg,91,47,148,205,1
051208.jpg,120,55,73,101,1
051223.jpg,83,65,99,137,1
051323.jpg,86,131,247,342,1
051361.jpg,183,74,127,176,1
051384.jpg,198,121,733,1015,1
051399.jpg,86,102,263,364,1
051543.jpg,34,35,138,191,1
051682.jpg,53,37,60,83,1
051742.jpg,23,28,88,122,1
051761.jpg,132,54,138,191,1
051939.jpg,23,52,146,202,1
051944.jpg,1793,144,276,382,1
051961.jpg,38,38,234,324,1
052116.jpg,122,10,114,158,1
052153.jpg,166,27,208,288,1
052226.jpg,128,115,161,223,1
052328.jpg,91,26,164,227,1
052405.jpg,226,83,458,634,1
052411.jpg,130,78,229,317,1
052438.jpg,63,80,198,274,1
052528.jpg,56,25,187,259,1
052536.jpg,104,41,367,508,1
052604.jpg,288,48,166,230,1
052656.jpg,633,883,866,1199,1
052681.jpg,132,61,117,162,1
052692.jpg,13,52,109,151,1
052719.jpg,34,46,283,392,1
052720.jpg,62,119,234,324,1
052752.jpg,123,73,148,205,1
052792.jpg,74,71,169,234,1
052853.jpg,192,67,187,259,1
052977.jpg,316,66,125,173,1
052992.jpg,194,142,120,166,1
053074.jpg,90,83,216,299,1
053216.jpg,163,119,39,54,1
053250.jpg,197,159,216,299,1
053268.jpg,301,215,413,572,1
053297.jpg,107,74,239,331,1
053299.jpg,135,29,65,90,1
053309.jpg,26,1,211,292,1
053317.jpg,85,60,104,144,1
053461.jpg,112,139,218,302,1
053538.jpg,88,65,143,198,1
053567.jpg,168,300,497,688,1
053583.jpg,145,54,96,133,1
053666.jpg,139,112,257,356,1
053736.jpg,120,115,153,212,1
053801.jpg,80,57,208,288,1
053923.jpg,478,57,263,364,1
053957.jpg,87,56,130,180,1
054085.jpg,51,61,143,198,1
054180.jpg,102,45,164,227,1
054197.jpg,173,40,114,158,1
054207.jpg,53,42,109,151,1
054217.jpg,70,67,133,184,1
054274.jpg,212,98,229,258,1
054282.jpg,58,70,276,382,1
054324.jpg,75,50,138,191,1
054447.jpg,59,63,52,72,1
054462.jpg,168,45,83,115,1
054467.jpg,80,110,356,493,1
054469.jpg,69,98,229,284,1
054503.jpg,72,79,213,295,1
054564.jpg,59,24,104,144,1
054568.jpg,75,4,177,220,1
054578.jpg,87,41,166,230,1
054627.jpg,90,90,161,223,1
054644.jpg,309,89,268,371,1
054665.jpg,95,57,159,220,1
054677.jpg,54,44,101,140,1
054747.jpg,212,92,164,227,1
054878.jpg,60,104,289,384,1
054880.jpg,63,132,177,245,1
054890.jpg,194,73,195,270,1
054920.jpg,113,69,130,180,1
054973.jpg,124,45,87,109,1
054985.jpg,223,229,406,562,1
055002.jpg,108,78,213,295,1
055053.jpg,40,106,312,391,1
055066.jpg,55,70,169,234,1
055107.jpg,438,312,320,443,1
055124.jpg,302,171,237,328,1
055130.jpg,314,58,130,180,1
055142.jpg,224,41,182,252,1
055153.jpg,92,40,104,144,1
055159.jpg,92,53,317,439,1
055187.jpg,336,124,120,166,1
055203.jpg,51,84,192,266,1
055225.jpg,42,55,101,140,1
055285.jpg,122,50,135,187,1
055348.jpg,220,35,99,137,1
055637.jpg,201,51,73,101,1
055652.jpg,210,156,237,328,1
055804.jpg,199,86,101,140,1
055877.jpg,95,105,172,238,1
055966.jpg,46,65,120,166,1
055990.jpg,79,56,161,223,1
055995.jpg,105,23,92,140,1
055999.jpg,88,64,125,173,1
056102.jpg,196,76,707,979,1
056155.jpg,53,67,151,209,1
056163.jpg,149,146,346,479,1
056210.jpg,268,69,182,252,1
056220.jpg,124,1,244,326,1
056223.jpg,186,256,413,572,1
056243.jpg,87,69,122,169,1
056303.jpg,181,87,200,277,1
056385.jpg,97,39,60,83,1
056429.jpg,75,42,151,209,1
056523.jpg,45,141,213,295,1
056540.jpg,15,36,125,173,1
056607.jpg,192,126,250,346,1
056646.jpg,164,136,49,68,1
056682.jpg,301,52,200,277,1
056710.jpg,588,62,107,148,1
056851.jpg,447,57,320,443,1
056890.jpg,505,294,382,529,1
056933.jpg,1,563,1747,2419,1
057068.jpg,254,99,169,234,1
057142.jpg,240,72,211,292,1
057187.jpg,46,56,88,122,1
057203.jpg,101,44,143,198,1
057340.jpg,33,71,276,382,1
057341.jpg,91,89,276,382,1
057354.jpg,52,65,130,180,1
057381.jpg,113,124,208,288,1
057422.jpg,185,86,179,248,1
057425.jpg,58,55,247,342,1
057431.jpg,52,64,107,148,1
057465.jpg,655,185,738,1022,1
057476.jpg,237,55,260,432,1
057589.jpg,116,79,198,274,1
057654.jpg,369,197,268,371,1
057704.jpg,141,62,73,101,1
057742.jpg,81,80,286,396,1
057750.jpg,46,83,309,414,1
057759.jpg,92,93,226,313,1
057801.jpg,73,54,173,241,1
057833.jpg,93,42,151,209,1
057844.jpg,130,72,161,223,1
057851.jpg,1,88,255,317,1
057853.jpg,55,71,323,427,1
057871.jpg,107,63,229,317,1
057892.jpg,98,40,101,140,1
057903.jpg,24,38,107,148,1
057945.jpg,52,54,237,328,1
057979.jpg,53,170,231,320,1
058102.jpg,24,37,127,176,1
058120.jpg,123,100,112,155,1
058121.jpg,101,24,260,360,1
058125.jpg,48,67,229,317,1
058252.jpg,90,64,94,130,1
058261.jpg,167,39,88,122,1
058270.jpg,514,869,1279,1771,1
058288.jpg,293,61,208,288,1
058333.jpg,72,39,83,115,1
058421.jpg,93,47,99,137,1
058490.jpg,130,76,101,140,1
058521.jpg,66,83,244,338,1
058533.jpg,57,27,109,151,1
058545.jpg,112,69,166,230,1
058561.jpg,185,24,130,180,1
058577.jpg,136,42,114,158,1
058585.jpg,233,129,198,274,1
058588.jpg,128,76,192,266,1
058670.jpg,67,86,159,220,1
058720.jpg,62,108,138,179,1
058758.jpg,107,88,174,241,1
058760.jpg,341,13,231,320,1
058854.jpg,339,319,686,950,1
058924.jpg,186,97,120,166,1
058934.jpg,75,120,208,288,1
058986.jpg,111,92,135,187,1
059005.jpg,556,152,320,443,1
059060.jpg,176,41,172,238,1
059064.jpg,95,73,218,302,1
059089.jpg,77,66,229,317,1
059107.jpg,188,87,104,144,1
059148.jpg,61,46,83,115,1
059193.jpg,73,71,187,259,1
059215.jpg,145,80,117,162,1
059241.jpg,60,70,278,385,1
059280.jpg,132,48,153,212,1
059282.jpg,137,85,146,202,1
059284.jpg,104,130,190,263,1
059328.jpg,188,31,151,209,1
059406.jpg,138,19,156,216,1
059454.jpg,159,130,60,83,1
059470.jpg,47,86,161,223,1
059472.jpg,363,160,198,274,1
059483.jpg,287,35,120,166,1
059518.jpg,169,88,81,112,1
059576.jpg,65,59,117,162,1
059610.jpg,351,85,218,302,1
059629.jpg,297,216,390,540,1
059668.jpg,165,49,104,144,1
059695.jpg,92,34,96,133,1
059708.jpg,77,87,140,194,1
059775.jpg,698,206,304,421,1
059778.jpg,59,71,133,184,1
059799.jpg,91,105,218,302,1
059800.jpg,70,83,127,176,1
059838.jpg,170,81,140,194,1
059897.jpg,94,74,164,227,1
059911.jpg,43,9,86,119,1
059919.jpg,122,49,475,684,1
059939.jpg,112,130,78,108,1
060082.jpg,71,162,260,335,1
060110.jpg,129,117,205,284,1
060115.jpg,53,69,55,76,1
060181.jpg,60,49,169,234,1
060315.jpg,81,67,125,173,1
060434.jpg,199,57,140,194,1
060519.jpg,145,93,211,292,1
060532.jpg,91,78,130,180,1
060543.jpg,92,104,195,270,1
060560.jpg,167,129,250,346,1
060565.jpg,9,31,107,141,1
060587.jpg,94,35,60,83,1
060602.jpg,71,79,96,133,1
060612.jpg,31,107,218,302,1
060613.jpg,98,55,187,257,1
060621.jpg,192,41,148,205,1
060623.jpg,97,100,174,241,1
060648.jpg,287,100,127,176,1
060704.jpg,121,45,237,328,1
060756.jpg,128,43,130,180,1
060774.jpg,121,135,247,342,1
060775.jpg,26,48,78,108,1
060808.jpg,108,61,117,162,1
060851.jpg,267,95,252,349,1
060888.jpg,159,108,146,202,1
060912.jpg,164,81,133,184,1
060942.jpg,740,118,413,572,1
060954.jpg,944,408,723,1001,1
060965.jpg,300,7,151,209,1
060982.jpg,17,48,203,266,1
061021.jpg,298,212,299,414,1
061153.jpg,154,63,195,270,1
061162.jpg,429,291,543,752,1
061233.jpg,162,98,156,216,1
061307.jpg,53,77,218,284,1
061331.jpg,334,164,666,922,1
061343.jpg,176,101,309,428,1
061365.jpg,127,64,101,140,1
061419.jpg,52,1,198,274,1
061465.jpg,115,60,91,126,1
061474.jpg,73,89,185,256,1
061502.jpg,193,86,317,439,1
061520.jpg,116,96,229,317,1
061544.jpg,128,59,159,220,1
061547.jpg,652,217,957,1325,1
061556.jpg,54,47,198,274,1
061568.jpg,80,116,203,281,1
061606.jpg,236,52,174,241,1
061642.jpg,883,394,671,929,1
061667.jpg,46,43,107,148,1
061687.jpg,68,116,208,288,1
061689.jpg,676,178,296,410,1
061712.jpg,140,130,190,292,1
061748.jpg,44,84,211,292,1
061958.jpg,133,34,130,180,1
062003.jpg,252,128,406,562,1
062011.jpg,89,96,164,227,1
062024.jpg,89,48,99,137,1
062085.jpg,436,108,286,396,1
062128.jpg,132,52,146,202,1
062130.jpg,232,51,88,122,1
062158.jpg,239,78,125,173,1
062175.jpg,68,83,213,295,1
062184.jpg,75,58,174,241,1
062309.jpg,86,53,99,137,1
062421.jpg,140,44,156,216,1
062476.jpg,15,41,99,137,1
062477.jpg,950,46,224,310,1
062523.jpg,153,48,101,140,1
062525.jpg,31,68,263,364,1
062527.jpg,309,21,205,284,1
062557.jpg,89,97,125,173,1
062643.jpg,129,64,143,198,1
062715.jpg,280,40,174,241,1
062723.jpg,113,60,164,227,1
062729.jpg,103,45,120,166,1
062745.jpg,1081,666,1014,1404,1
062779.jpg,466,102,169,234,1
062795.jpg,139,111,229,317,1
062807.jpg,256,62,512,709,1
062836.jpg,45,75,73,101,1
062870.jpg,119,68,94,130,1
062909.jpg,90,85,177,245,1
062914.jpg,56,59,125,145,1
062950.jpg,641,386,889,1231,1
062954.jpg,359,173,510,706,1
062972.jpg,219,92,164,227,1
063070.jpg,98,116,250,346,1
063081.jpg,417,201,343,475,1
063115.jpg,287,32,172,238,1
063132.jpg,97,118,166,230,1
063222.jpg,65,76,151,209,1
063278.jpg,86,14,156,216,1
063288.jpg,514,44,153,212,1
063307.jpg,81,86,122,169,1
063328.jpg,190,118,213,295,1
063367.jpg,44,55,120,166,1
063403.jpg,60,55,208,288,1
063434.jpg,127,112,143,198,1
063449.jpg,132,90,120,166,1
063479.jpg,41,56,78,108,1
063522.jpg,492,289,403,558,1
063523.jpg,143,67,164,227,1
063552.jpg,88,96,174,241,1
063585.jpg,139,103,114,158,1
063600.jpg,306,56,179,248,1
063644.jpg,68,48,86,119,1
063655.jpg,154,32,120,166,1
063663.jpg,131,60,88,122,1
063669.jpg,21,122,289,366,1
063679.jpg,41,39,122,169,1
063683.jpg,23,44,88,119,1
063685.jpg,65,17,99,137,1
063709.jpg,72,79,159,220,1
063747.jpg,83,69,260,360,1
063752.jpg,341,53,198,274,1
063816.jpg,142,37,161,223,1
063917.jpg,450,85,138,191,1
063926.jpg,137,83,273,378,1
063956.jpg,21,21,94,130,1
064011.jpg,132,32,112,155,1
064041.jpg,135,42,140,194,1
064078.jpg,69,27,182,252,1
064101.jpg,84,53,166,230,1
064183.jpg,48,68,216,299,1
064229.jpg,95,38,143,198,1
064245.jpg,182,64,88,122,1
064250.jpg,121,163,364,504,1
064271.jpg,1,86,135,187,1
064362.jpg,43,51,57,79,1
064371.jpg,108,27,117,162,1
064489.jpg,130,66,146,202,1
064537.jpg,67,62,190,295,1
064550.jpg,133,92,164,227,1
064586.jpg,117,69,164,227,1
064613.jpg,148,52,190,263,1
064697.jpg,108,66,143,198,1
064932.jpg,68,88,185,256,1
064946.jpg,80,51,73,101,1
064949.jpg,93,91,146,202,1
064966.jpg,94,80,146,190,1
064989.jpg,94,25,211,292,1
064995.jpg,40,24,78,108,1
065111.jpg,513,45,218,302,1
065135.jpg,312,65,159,220,1
065140.jpg,111,85,88,122,1
065243.jpg,32,29,52,72,1
065379.jpg,84,39,169,234,1
065387.jpg,64,105,195,270,1
065421.jpg,101,67,112,155,1
065432.jpg,152,55,122,169,1
065489.jpg,477,189,62,86,1
065674.jpg,20,16,205,284,1
065689.jpg,278,116,143,198,1
065728.jpg,83,85,169,234,1
065738.jpg,94,73,122,169,1
065743.jpg,90,54,114,158,1
065754.jpg,119,105,291,403,1
065823.jpg,88,24,73,101,1
065878.jpg,379,1,112,155,1
065934.jpg,52,132,198,274,1
065947.jpg,82,91,263,364,1
065955.jpg,28,38,101,140,1
066016.jpg,95,33,252,349,1
066057.jpg,86,31,182,252,1
066059.jpg,49,81,94,130,1
066118.jpg,226,196,216,299,1
